laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,screen_width,screen_height,IPS Panel,CPU Brand,CPU GHz,MemoryAmount,MemoryType
981,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel,Windows 10,2.04,685.0,1920,1080,0,Intel,2.4,500,HDD
982,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,3149.0,1920,1080,1,Intel,2.8,256,SSD
983,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Nvidia,Windows 10,2.4,695.0,1920,1080,0,Intel,2.5,256,SSD
984,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Intel,Windows 10,1.22,1899.0,3200,1800,0,Intel,1.3,512,SSD
985,Dell,Latitude E7470,Ultrabook,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel,Windows 10,1.5,1962.98,2560,1440,0,Intel,2.6,256,SSD
986,Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,2800.0,1920,1080,0,Intel,2.6,256,SSD
987,Toshiba,Tecra A40-C-1DF,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 10,1.95,1180.0,1920,1080,0,Intel,2.3,256,SSD
988,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.73,2049.9,1920,1080,0,Intel,2.8,256,SSD
989,HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.04,979.0,1920,1080,1,Intel,2.7,128,SSD
990,Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508GB Hybrid,Intel,Windows 7,1.7,1002.0,1366,768,0,Intel,2.3,508,Hybrid
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD +  2TB HDD,Nvidia,Windows 10,2.3,1799.0,3840,2160,0,Intel,2.7,512,SSD
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,6,1TB HDD,Intel,Windows 10,2.04,579.0,1366,768,0,Intel,2.7,1000,HDD
993,Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.99,1749.0,1920,1080,0,Intel,2.8,256,SSD
994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD,Intel,Windows 10,2.19,1299.0,1920,1080,1,Intel,2.7,512,SSD
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel,Windows 7,1.2,1195.0,1920,1080,0,Intel,2.3,128,SSD
996,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256GB SSD,AMD,Windows 10,2.2,549.0,1920,1080,0,AMD,3.6,256,SSD
997,Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel,Windows 10,2.3,649.0,1366,768,0,Intel,2.3,256,SSD
998,Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel,Windows 10,1.75,915.0,1366,768,0,Intel,2.3,500,HDD
999,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD,Windows 10,2.25,599.0,1366,768,0,Intel,2.5,500,HDD
1000,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel,Windows 10,2.04,806.0,1920,1080,0,Intel,2.5,1000,HDD
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1189.0,1920,1080,1,Intel,2.8,128,SSD
1002,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD,Windows 10,2.36,749.0,1366,768,0,Intel,2.7,1000,HDD
1003,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel,Windows 10,1.6,1119.0,1920,1080,0,Intel,2.5,128,SSD
1004,HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel,Windows 10,0.97,1908.0,1920,1080,0,Intel,1.2,512,SSD
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD +  1TB HDD,AMD,Windows 10,2.1,499.0,1920,1080,0,Intel,2.0,128,SSD
1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel,No OS,1.9,270.62,1366,768,0,Intel,1.1,128,SSD
1007,Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 10,2.3,1349.0,1920,1080,0,Intel,2.3,256,SSD
1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.68,889.0,1920,1080,0,Intel,2.5,256,SSD
1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.4,1150.0,3200,1800,0,Intel,2.5,256,SSD
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.11,1349.0,1920,1080,1,Intel,2.7,256,SSD
1011,Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel,Windows 10,2.4,380.0,1366,768,0,Intel,1.1,500,HDD
1012,Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1799.0,1920,1080,0,Intel,2.8,256,SSD
1013,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel,Windows 10,1.48,2089.0,1920,1080,0,Intel,2.7,512,SSD
1014,Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1260.0,1920,1080,1,Intel,2.8,128,SSD
1015,HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.34,1189.0,1920,1080,1,Intel,2.5,256,SSD
1016,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel,Windows 10,2.18,547.0,1366,768,0,Intel,2.4,128,SSD
1017,HP,Probook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,Windows 10,1.64,779.0,1366,768,0,Intel,2.5,500,HDD
1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel,Windows 10,1.2,1195.0,1920,1080,0,Intel,2.3,128,SSD
1019,HP,EliteBook 840,Notebook,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4,256GB SSD,Intel,Windows 10,1.48,1099.99,1366,768,0,Intel,2.4,256,SSD
1020,HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,1.95,1205.0,1920,1080,0,Intel,2.5,256,SSD
1021,HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel,Windows 7,1.43,1449.0,1920,1080,0,Intel,2.6,256,SSD
1022,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia,Windows 10,1.64,1049.26,1920,1080,0,Intel,2.5,256,SSD
1023,HP,Probook 440,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel,Windows 10,1.64,684.0,1366,768,0,Intel,2.4,500,HDD
1024,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1.0TB Hybrid,Nvidia,Windows 10,2.65,949.0,1920,1080,0,Intel,2.5,1000,Hybrid
1025,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,Windows 10,1.26,1539.0,1920,1080,0,Intel,2.5,500,HDD
1026,HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,1.48,1590.0,1920,1080,0,Intel,2.5,256,SSD
1027,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.54,1887.21,1920,1080,0,Intel,2.5,256,SSD
1028,HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel,Windows 10,1.49,800.0,1366,768,0,Intel,2.4,500,HDD
1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 10,1.5,1210.0,1366,768,0,Intel,2.3,256,SSD
1030,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel,Windows 10,2.04,769.99,1366,768,0,Intel,2.4,256,SSD
1031,Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia,Windows 7,2.4,2968.0,3840,2160,1,Intel,2.7,512,SSD
1032,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 10,1.47,1490.0,1920,1080,1,Intel,2.3,256,SSD
1033,HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.43,2229.0,1920,1080,0,Intel,2.5,256,SSD
1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4,1TB HDD,Intel,Windows 10,2.08,795.99,1920,1080,1,Intel,2.3,1000,HDD
1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 10,1.2,1590.0,1920,1080,0,Intel,2.3,256,SSD
1036,HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.11,1149.0,1920,1080,1,Intel,2.5,256,SSD
1037,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia,Windows 10,1.64,1185.43,1920,1080,0,Intel,2.7,256,SSD
1038,Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,500GB HDD,Intel,Windows 10,2.09,1046.44,1920,1080,0,Intel,2.4,500,HDD
1039,HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,1.26,1559.0,1366,768,0,Intel,2.5,256,SSD
1040,HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,Windows 10,2.31,1189.0,1366,768,0,Intel,2.5,500,HDD
1041,HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,Windows 10,1.95,1060.0,1366,768,0,Intel,2.5,500,HDD
1042,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.29,1624.0,3200,1800,0,Intel,2.5,256,SSD
1043,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia,Windows 10,2.63,1080.0,1920,1080,0,Intel,2.5,256,SSD
1044,HP,ProBook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,1.64,973.0,1366,768,0,Intel,2.5,256,SSD
1045,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1TB HDD,AMD,Windows 10,2.1,409.0,1366,768,0,AMD,3.0,1000,HDD
1046,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1191.8,1920,1080,0,Intel,2.8,128,SSD
1047,HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 7,1.95,1195.0,1920,1080,0,Intel,2.3,256,SSD
1048,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.84,1228.99,1920,1080,0,Intel,2.5,256,SSD
1049,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.26,1349.0,1920,1080,0,Intel,2.5,256,SSD
1050,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,Windows 10,2.04,742.0,1366,768,0,Intel,2.5,500,HDD
1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel,Windows 10,1.47,1725.0,1920,1080,1,Intel,2.6,256,SSD
1052,Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel,Windows 7,2.09,1062.95,1920,1080,0,Intel,2.4,256,SSD
1053,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.64,1010.51,1920,1080,0,Intel,2.5,256,SSD
1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256GB SSD,Intel,Windows 10,1.8,847.0,1920,1080,1,Intel,2.5,256,SSD
1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32GB Flash Storage,Intel,Windows 10,1.45,210.8,1366,768,0,Intel,1.44,32,Flash
1056,Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,256GB SSD,Nvidia,Windows 10,2.4,1425.0,1920,1080,1,Intel,2.5,256,SSD
1057,Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 10,2.3,1049.6,1920,1080,0,Intel,2.3,256,SSD
1058,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel,Windows 10,1.54,1000.0,1920,1080,0,Intel,2.3,500,HDD
1059,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD +  500GB HDD,Intel,Windows 10,1.84,2103.34,1920,1080,0,Intel,2.4,256,SSD
1060,HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 7,1.43,1469.0,1920,1080,0,Intel,2.3,256,SSD
1061,MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.78,1545.64,1920,1080,1,Intel,2.7,256,SSD
1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,4.6,2289.99,1920,1080,1,Intel,2.6,128,SSD
1063,Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel,Chrome OS,1.2,287.9,1366,768,0,Intel,1.6,16,Flash
1064,Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Intel,Windows 7,1.1,2620.0,2560,1440,1,Intel,2.6,256,SSD
1065,HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia,Windows 10,1.91,979.0,1920,1080,1,Intel,2.7,1000,HDD
1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256GB SSD,Intel,Windows 10,2.3,1094.0,1920,1080,1,Intel,2.7,256,SSD
1067,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,2.04,979.0,1366,768,0,Intel,2.5,256,SSD
1068,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel,Windows 10,1.2,2254.0,3200,1800,0,Intel,2.7,1000,SSD
1069,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel,Windows 10,2.31,705.15,1366,768,0,Intel,2.3,500,HDD
1070,HP,250 G5,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,No OS,1.96,499.0,1366,768,0,Intel,2.5,500,HDD
1071,Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1TB HDD,AMD,Windows 10,2.4,449.0,1366,768,0,AMD,2.2,1000,HDD
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Intel,Windows 10,1.6,1299.0,1920,1080,1,Intel,2.7,256,SSD
1073,MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.94,1819.0,1920,1080,0,Intel,2.6,256,SSD
1074,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,2.04,1070.0,1920,1080,0,Intel,2.7,256,SSD
1075,Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Nvidia,No OS,4.0,998.0,1920,1080,1,Intel,2.6,1000,HDD
1076,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel,Windows 10,2.25,559.0,1920,1080,0,Intel,2.5,1000,HDD
1077,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2TB HDD,AMD,Windows 10,2.32,989.99,1920,1080,0,Intel,2.7,2000,HDD
1079,MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,1.8,1929.0,1920,1080,0,Intel,2.6,256,SSD
1080,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.29,1458.0,1920,1080,0,Intel,2.7,256,SSD
1081,Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1TB SSD,Nvidia,Windows 10,3.58,3975.0,1920,1080,1,Intel,2.7,1000,SSD
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.62,798.01,1920,1080,0,Intel,2.5,256,SSD
1083,Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.21,1329.0,3840,2160,0,Intel,2.6,256,SSD
1084,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB Flash Storage,Intel,macOS,0.92,1300.0,2304,1440,1,Intel,1.1,256,Flash
1085,Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel,Windows 10,2.06,481.98,1366,768,0,Intel,2.3,500,HDD
1086,HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel,Windows 10,2.31,1199.0,1366,768,0,Intel,2.3,500,HDD
1087,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel,Windows 7,1.26,1199.0,1920,1080,0,Intel,2.3,256,SSD
1088,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.49,1090.0,1920,1080,0,Intel,2.7,256,SSD
1089,Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.3,1713.49,1920,1080,1,Intel,2.5,256,SSD
1090,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1.0TB HDD,AMD,Windows 10,3.0,659.0,1600,900,0,Intel,2.3,1000,HDD
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia,Windows 10,2.3,977.0,1920,1080,1,Intel,2.3,1000,HDD
1092,MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.78,2499.0,1920,1080,0,Intel,2.8,256,SSD
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel,Windows 10,2.1,540.0,1366,768,0,Intel,2.3,500,HDD
1094,HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel,Windows 7,2.31,940.0,1920,1080,0,Intel,2.3,500,HDD
1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel,Windows 10,0.99,1399.0,2560,1440,1,Intel,1.2,512,SSD
1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB SSD +  1.0TB Hybrid,Nvidia,Windows 10,4.6,3240.0,1920,1080,1,Intel,2.7,512,SSD
1097,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Intel,Windows 10,0.69,646.27,1920,1200,1,Intel,1.44,64,Flash
1098,HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel,Windows 10,1.3,2049.0,3840,2160,1,Intel,2.7,512,SSD
1099,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,2.18,750.0,1920,1080,0,Intel,2.5,256,SSD
1100,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel,Windows 7,1.54,1030.99,1920,1080,0,Intel,2.3,500,HDD
1101,HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,AMD,Windows 7,1.9,1495.0,1920,1080,0,Intel,2.5,256,SSD
1102,Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,180GB SSD,Intel,Windows 7,1.7,1199.0,1920,1080,0,Intel,2.3,180,SSD
1103,HP,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB Flash Storage,Intel,Chrome OS,1.29,615.0,3200,1800,0,Intel,1.5,32,Flash
1104,Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500GB HDD,AMD,Windows 10,2.4,387.0,1366,768,0,AMD,2.2,500,HDD
1105,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Intel,Linux,2.2,393.49,1366,768,0,Intel,1.6,500,HDD
1106,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel,No OS,1.86,345.99,1366,768,0,Intel,2.0,1000,HDD
1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1599.0,1920,1080,1,Intel,2.8,256,SSD
1108,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,AMD,Windows 10,1.4,818.35,1920,1080,1,Intel,1.6,256,SSD
